commit id,author,date,comment,changed files,lines added,lines deleted,
8aae8f279,Carl Christian Snethlage,Tue Nov 23 05:21:28 2021,Grand unified library properties (GRULPS) (#8264),   33 files changed, 1070 insertions(+), 971 deletions(-) ,
f1ea63b35,Oliver Kopp,Tue Nov 23 00:42:19 2021,Fixes RFC fetcher test case (#8271),   1 file changed, 1 insertion(+), 1 deletion(-) ,
5f780125d,Oliver Kopp,Mon Nov 22 15:30:42 2021,Update Gradle Wrapper from 7.2 to 7.3 (#8246),   3 files changed, 7 insertions(+), 8 deletions(-) ,
ab13b2a70,Carl Christian Snethlage,Mon Nov 22 11:50:51 2021,"Observable Preferences H (WorkingDir, getUser, NameFormatter, Version, SpecialFields) (#8260)",   59 files changed, 337 insertions(+), 423 deletions(-) ,
66667f3c7,dependabot[bot],Mon Nov 22 11:50:29 2021,Bump checkstyle from 9.0.1 to 9.1 (#8266),   1 file changed, 1 insertion(+), 1 deletion(-) ,
354c961dd,dependabot[bot],Mon Nov 22 11:50:18 2021,Bump mockito-core from 4.0.0 to 4.1.0 (#8267),   1 file changed, 1 insertion(+), 1 deletion(-) ,
1d66af62e,dependabot[bot],Mon Nov 22 11:49:35 2021,Bump classgraph from 4.8.130 to 4.8.135 (#8268),   1 file changed, 1 insertion(+), 1 deletion(-) ,
5c96ddf08,Christoph,Sun Nov 21 04:42:31 2021,Fix some fetcher tests (#8258),   5 files changed, 9 insertions(+), 8 deletions(-) ,
d0d3d5ec5,Evan Pickett,Sat Nov 20 13:33:34 2021,Clicking a DOI link in the preview pane no longer crashes (#8255),   2 files changed, 28 insertions(+) ,,
6aad7f27e,Siedlerchr,Fri Nov 19 14:19:18 2021,Merge remote-tracking branch 'upstream/main' into jabrefonline, ,,,
578c1062d,MLEP,Wed Nov 17 13:15:05 2021,Add of ADRs 22 and 23 (#8256),   1 file changed, 2 insertions(+) ,,
f3bd58a1a,Oliver Kopp,Tue Nov 16 05:51:10 2021,[Bot] Update CSL styles (#8245),   28 files changed, 4301 insertions(+), 716 deletions(-) ,
1c463be8b,Oliver Kopp,Mon Nov 15 09:59:06 2021,"Replace styfle/cancel-workflow-action
0.9.1 by GitHub's concurrency"" feature (#8243)""",   6 files changed, 21 insertions(+), 9 deletions(-) ,
9955a3314,dependabot[bot],Mon Nov 15 08:26:49 2021,Bump gittools/actions from 0.9.10 to 0.9.11 (#8248),   1 file changed, 4 insertions(+), 4 deletions(-) ,
a52a67726,dependabot[bot],Mon Nov 15 08:26:39 2021,Bump commons-cli from 1.4 to 1.5.0 (#8250),   1 file changed, 1 insertion(+), 1 deletion(-) ,
6293196ee,dependabot[bot],Mon Nov 15 08:26:29 2021,Bump byte-buddy-parent from 1.12.0 to 1.12.1 (#8249),   1 file changed, 1 insertion(+), 1 deletion(-) ,
8a3b77be8,dependabot[bot],Mon Nov 15 08:26:16 2021,Bump antlr4 from 4.9.2 to 4.9.3 (#8251),   1 file changed, 1 insertion(+), 1 deletion(-) ,
980dea4e6,dependabot[bot],Mon Nov 15 08:26:00 2021,Bump archunit-junit5-api from 0.21.0 to 0.22.0 (#8252),   1 file changed, 1 insertion(+), 1 deletion(-) ,
96a4c0e57,Oliver Kopp,Sun Nov 14 14:38:13 2021,Fix search: NOT binds more than AND (#8241),   2 files changed, 26 insertions(+), 4 deletions(-) ,
c72a13ad7,Oliver Kopp,Sun Nov 14 13:10:10 2021,Add test case mirroring our documentation,   2 files changed, 19 insertions(+) ,,
741a0d30e,Oliver Kopp,Sun Nov 14 12:20:18 2021,"Add support for anyfield"""," ""anykeyword""""",   1 file changed, 18 insertions(+), 7 deletions(-) 
e8fc09b2d,Christoph,Sun Nov 14 12:56:48 2021,New Crowdin updates (#8240),   22 files changed, 2225 insertions(+), 235 deletions(-) ,
a7daa857a,Oliver Kopp,Sun Nov 14 12:36:20 2021,Make PdfGrobiImporterTest as FetcherTest,   1 file changed, 2 insertions(+) ,,
555840867,antalk2,Sun Nov 14 12:34:45 2021,Oobranch g : add actions (#7792),   6 files changed, 830 insertions(+) ,,
5680d154d,Oliver Kopp,Sun Nov 14 12:32:20 2021,Fix mixed CRLF / CR (#8238),   36 files changed, 604 insertions(+), 456 deletions(-) ,
c94fa4882,Oliver Kopp,Sun Nov 14 12:28:25 2021,"Fix Library has changed externally"" with CRLF markers (#8239)""",   9 files changed, 153 insertions(+), 32 deletions(-) ,
4625c0542,Oliver Kopp,Sun Nov 14 07:57:48 2021,Move search from model to logic,   50 files changed, 89 insertions(+), 99 deletions(-) ,
dce9b1249,Oliver Kopp,Sun Nov 14 07:54:23 2021,Refine CHANGELOG.md,   1 file changed, 1 insertion(+), 1 deletion(-) ,
6e13c6a4f,Oliver Kopp,Sun Nov 14 07:45:16 2021,Merge branch 'main' into refine-search, ,,,
10a2760c8,sponbob-pat,Sun Nov 14 02:24:33 2021,"Fix for issue 8198, 8133 (#8229)",   2 files changed, 7 insertions(+), 6 deletions(-) ,
d80eb7c81,Vinicius Vieira de Souza,Sat Nov 13 04:39:24 2021,Added more unit tests in AuthorTest (#8214),   1 file changed, 54 insertions(+), 17 deletions(-) ,
c593f359b,Anna (Ruoyu) Qian,Sat Nov 13 04:35:41 2021,Add confirmation dialog for empty entries in JabRef (#8218),   5 files changed, 93 insertions(+) ,,
5e8857605,XiaoxianMa,Sat Nov 13 04:33:28 2021,Fix entry editor column visibility (#8232),   4 files changed, 95 insertions(+), 61 deletions(-) ,
292990064,Marcus Tan,Sat Nov 13 04:23:01 2021,Use regexp to remove non-ASCII characters from DOI and inform user when data for valid DOI does not exist #8127 (#8228),   5 files changed, 29 insertions(+), 4 deletions(-) ,
079a2d253,Christoph,Fri Nov 12 11:27:53 2021,Fix exception for search flags (#8237),   1 file changed, 4 insertions(+) ,,
80ab4caeb,Christoph,Thu Nov 11 06:41:24 2021,Merge pull request #8233 from JabRef/macOSname, ,,,
87fece69a,Linus Dietz,Thu Nov 11 06:10:01 2021,rename occurrences of OS X to MacOS,   6 files changed, 8 insertions(+), 8 deletions(-) ,
583bf6f41,Christoph,Mon Nov 8 13:45:42 2021,Merge pull request #8213 from JabRef/searchprefs, ,,,
1eaaf5092,Christoph,Mon Nov 8 08:03:20 2021,Merge pull request #8223 from JabRef/dependabot/gradle/net.bytebuddy-byte-buddy-parent-1.12.0, ,,,
f650d0cea,Christoph,Mon Nov 8 08:03:09 2021,Merge pull request #8224 from JabRef/dependabot/gradle/org.antlr-antlr4-runtime-4.9.3, ,,,
ccb93eef4,Christoph,Mon Nov 8 08:01:10 2021,Merge pull request #8225 from JabRef/dependabot/gradle/com.konghq-unirest-java-3.13.3, ,,,
904da8515,dependabot[bot],Mon Nov 8 07:45:58 2021,Bump unirest-java from 3.13.0 to 3.13.3,   1 file changed, 1 insertion(+), 1 deletion(-) ,
4c6e6e63e,dependabot[bot],Mon Nov 8 07:35:05 2021,Bump antlr4-runtime from 4.9.2 to 4.9.3,   1 file changed, 1 insertion(+), 1 deletion(-) ,
6a814233a,Christoph,Mon Nov 8 07:30:27 2021,Merge pull request #8221 from JabRef/dependabot/gradle/io.github.classgraph-classgraph-4.8.130, ,,,
47a19a2c9,Christoph,Mon Nov 8 07:30:10 2021,Merge pull request #8219 from JabRef/dependabot/gradle/org.fxmisc.flowless-flowless-0.6.7, ,,,
1e160a840,Christoph,Mon Nov 8 07:29:57 2021,Merge pull request #8222 from JabRef/dependabot/gradle/com.adarshr.test-logger-3.1.0, ,,,
5f85b57da,dependabot[bot],Mon Nov 8 07:28:18 2021,Bump byte-buddy-parent from 1.11.21 to 1.12.0,   1 file changed, 1 insertion(+), 1 deletion(-) ,
0358a7e7c,Christoph,Mon Nov 8 07:25:26 2021,Merge pull request #8220 from JabRef/dependabot/gradle/com.tngtech.archunit-archunit-junit5-engine-0.22.0, ,,,
fa9c3335a,dependabot[bot],Mon Nov 8 07:22:50 2021,Bump com.adarshr.test-logger from 3.0.0 to 3.1.0,   1 file changed, 1 insertion(+), 1 deletion(-) ,
c5b4b24cc,dependabot[bot],Mon Nov 8 07:21:29 2021,Bump classgraph from 4.8.129 to 4.8.130,   1 file changed, 1 insertion(+), 1 deletion(-) ,
4e72a6815,dependabot[bot],Mon Nov 8 07:07:55 2021,Bump archunit-junit5-engine from 0.21.0 to 0.22.0,   1 file changed, 1 insertion(+), 1 deletion(-) ,
5a1e5e70b,dependabot[bot],Mon Nov 8 07:05:10 2021,Bump flowless from 0.6.6 to 0.6.7,   1 file changed, 1 insertion(+), 1 deletion(-) ,
f0f7aa497,Marcus Tan,Sun Nov 7 22:25:08 2021,Present options to create an article for manual entry or return to the new entry dialog box when failed to find DOI ID ... #7870 (#8203),   6 files changed, 43 insertions(+), 7 deletions(-) ,
d11ba368a,Christoph,Sun Nov 7 13:09:16 2021,Merge pull request #8216 from JabRef/richtextfxcsl, ,,,
d2122a419,Siedlerchr,Sun Nov 7 13:02:11 2021,Fix Exception on citation style selection,   2 files changed, 3 insertions(+), 2 deletions(-) ,
38c9f48c6,Carl Christian Snethlage,Sat Nov 6 07:06:49 2021,Migrated ImportExportPreferences to new preferences model,   1 file changed, 8 insertions(+), 9 deletions(-) ,
404d633e6,Carl Christian Snethlage,Sat Nov 6 07:02:43 2021,Migrated ImportExportPreferences to new preferences model,   8 files changed, 134 insertions(+), 80 deletions(-) ,
0b059686b,Carl Christian Snethlage,Sat Nov 6 05:43:39 2021,Migrated AutoLinkPreferences to new preferences model,   5 files changed, 79 insertions(+), 45 deletions(-) ,
6728e4ebb,Carl Christian Snethlage,Sat Nov 6 02:08:50 2021,Merge remote-tracking branch 'upstream/main' into searchprefs, ,,,
b3fd15464,Carl Christian Snethlage,Sat Nov 6 02:05:38 2021,Migrated SearchPreferences to new preferences model,   6 files changed, 79 insertions(+), 80 deletions(-) ,
fd9cad8ed,Christoph,Fri Nov 5 11:17:42 2021,Merge pull request #8211 from JabRef/updatjfx17.0.1, ,,,
24051694,Siedlerchr,Fri Nov 5 11:00:15 2021,Updata javafx to 17.0.1,   1 file changed, 1 insertion(+), 1 deletion(-) ,
1bf28b368,Christoph,Fri Nov 5 10:53:01 2021,Merge pull request #8209 from JabRef/fix-dir-for-latex-citations, ,,,
3b5efdb0d,Oliver Kopp,Wed Nov 3 14:38:18 2021,Ignore demo.teamscale.com,   1 file changed, 3 insertions(+) ,,
c29489296,Oliver Kopp,Wed Nov 3 14:30:59 2021,"The default directory of the LaTeX Citations"" tab is now the directory of the currently opened database""",   8 files changed, 41 insertions(+), 21 deletions(-) ,
0224a9e75,Oliver Kopp,Tue Nov 2 22:17:36 2021,Add support for grouping,   2 files changed, 14 insertions(+), 4 deletions(-) ,
c190af0ae,Oliver Kopp,Tue Nov 2 22:08:17 2021,Merge branch 'main' into refine-search, ,,,
e769b50d9,Oliver Kopp,Mon Nov 1 17:25:23 2021,Add support for Lucene-based search,   12 files changed, 402 insertions(+), 7 deletions(-) ,
ba4dea13f,Oliver Kopp,Mon Nov 1 15:36:42 2021,RegexBasedSearchRule: Make validateSearchStrings consistent to applyRule,   1 file changed, 3 insertions(+), 9 deletions(-) ,
a297ee65d,Oliver Kopp,Mon Nov 1 12:28:08 2021,"Add missing s"" to class name""",   5 files changed, 12 insertions(+), 12 deletions(-) ,
6984c5fdd,Oliver Kopp,Mon Nov 1 12:27:10 2021,Add class comment,   1 file changed, 3 insertions(+) ,,
418bb6654,Oliver Kopp,Mon Nov 1 12:21:52 2021,Introduce FullTextSearchRule as abstraction of ContainBasedSearchRule and RegexBasedSearchRule,   3 files changed, 74 insertions(+), 94 deletions(-) ,
9b970f931,Christoph,Mon Nov 1 09:08:04 2021,Merge pull request #8205 from JabRef/dependabot/gradle/io.github.classgraph-classgraph-4.8.129, ,,,
df90a252e,Oliver Kopp,Mon Nov 1 08:34:05 2021,Refactor ContainBasedSearchRuleTest,   2 files changed, 22 insertions(+), 22 deletions(-) ,
123de387d,Oliver Kopp,Mon Nov 1 07:32:06 2021,[Bot] Update CSL styles (#8204),   22 files changed, 3047 insertions(+), 642 deletions(-) ,
c697c4a4d,dependabot[bot],Mon Nov 1 07:30:42 2021,Bump classgraph from 4.8.128 to 4.8.129,   1 file changed, 1 insertion(+), 1 deletion(-) ,
643587a51,Christoph,Sat Oct 30 07:42:02 2021,Merge pull request #8052 from JabRef/observable-prefs-e, ,,,
9151ee773,Christoph,Fri Oct 29 08:21:55 2021,Merge pull request #8199 from JabRef/fix-8196, ,,,
7c238ebd6,Linus Dietz,Fri Oct 29 07:50:22 2021,"Fix 404 links in About Jabref"" due to main branch rename""",   1 file changed, 2 insertions(+), 2 deletions(-) ,
05d801e13,Houssem Nasri,Fri Oct 29 07:50:05 2021,Close the tab that the cursor is on when right-clicking and selecting close (#8193),   4 files changed, 45 insertions(+), 13 deletions(-) ,
0df852805,Benedikt Tutzer,Wed Oct 27 04:04:41 2021,More checkstyle,   1 file changed, 1 deletion(-) ,,
9009b0267,Benedikt Tutzer,Wed Oct 27 03:59:48 2021,Checkstyle,   1 file changed, 1 deletion(-) ,,
70f2199e3,Benedikt Tutzer,Wed Oct 27 03:52:52 2021,Static code checker,   3 files changed, 3 insertions(+), 5 deletions(-) ,
5d1a5faae,Benedikt Tutzer,Wed Oct 27 03:26:05 2021,Merge branch 'main' into observable-prefs-e, ,,,
2153a0549,Christoph,Tue Oct 26 12:42:35 2021,Merge pull request #8129 from colinhex/generateEntryFromId, ,,,
3e705f6b6,colinhex,Tue Oct 26 12:35:17 2021,remove obsolete localization key,   1 file changed, 1 deletion(-) ,,
14d58855e,colinhex,Tue Oct 26 12:22:10 2021,add throws to test methods,   1 file changed, 3 insertions(+), 2 deletions(-) ,
0be09f087,colinhex,Tue Oct 26 12:21:25 2021,"Revert catch fetcher exception in test""""",   1 file changed, 1 insertion(+), 14 deletions(-) ,
4aa20bc48,colinhex,Tue Oct 26 12:19:07 2021,catch fetcher exception in test,   1 file changed, 14 insertions(+), 1 deletion(-) ,
7c2a9a2e7,Christoph,Tue Oct 26 07:26:20 2021,Merge pull request #8176 from HoussemNasri/fix-8141, ,,,
e3ff1b336,Houssem Nasri,Tue Oct 26 06:58:46 2021,Fix Typo,   1 file changed, 1 insertion(+), 1 deletion(-) ,
70e5722b2,Houssem Nasri,Tue Oct 26 06:57:45 2021,CHANGELOG.md,   1 file changed, 1 insertion(+) ,,
39ef57cc5,Houssem Nasri,Tue Oct 26 06:11:21 2021,Fix Typo,   1 file changed, 2 insertions(+), 2 deletions(-) ,
8259ffc72,colinhex,Tue Oct 26 02:11:31 2021,delete unused logger,   1 file changed, 4 deletions(-) ,,
87ddfacad,colinhex,Tue Oct 26 02:04:37 2021,"change status messages, include exceptions",   3 files changed, 39 insertions(+), 44 deletions(-) ,
cbb702ce1,colinhex,Tue Oct 26 01:45:17 2021,handle doi first,   1 file changed, 4 insertions(+), 4 deletions(-) ,
950ad1f2d,colinhex,Mon Oct 25 15:03:38 2021,close PopOver in success case,   3 files changed, 18 insertions(+), 2 deletions(-) ,
2cd6332cd,colinhex,Mon Oct 25 14:44:49 2021,add tooltip,   4 files changed, 4 insertions(+), 2 deletions(-) ,
5a90ec7e5,colinhex,Mon Oct 25 14:37:27 2021,change status messages,   3 files changed, 7 insertions(+), 28 deletions(-) ,
f5cd03bf3,Houssem Nasri,Mon Oct 25 14:12:23 2021,Fix add button is disabled when trying to add a new field to an entry type (#8178),   2 files changed, 4 insertions(+), 3 deletions(-) ,
bcbb1430b,colinhex,Mon Oct 25 14:08:34 2021,minor tweaks,   3 files changed, 3 insertions(+), 4 deletions(-) ,
f8a0ec36c,colinhex,Mon Oct 25 12:58:55 2021,add logger to CompositeIdFetcher,   1 file changed, 5 insertions(+), 1 deletion(-) ,
0a2a82821,colinhex,Mon Oct 25 12:54:56 2021,optimize parametrized tests,   2 files changed, 70 insertions(+), 91 deletions(-) ,
c563ff072,colinhex,Mon Oct 25 12:43:09 2021,convert to parametrized test,   1 file changed, 36 insertions(+), 26 deletions(-) ,
59e4d7dcc,Houssem Nasri,Mon Oct 25 11:25:51 2021,Add tests for OpenOfficeDocumentCreator,   3 files changed, 950 insertions(+) ,,
e6d600173,Christoph,Mon Oct 25 07:50:04 2021,Merge pull request #8186 from JabRef/dependabot/gradle/org.xmlunit-xmlunit-matchers-2.8.3, ,,,
717332d0e,Christoph,Mon Oct 25 07:49:53 2021,Merge pull request #8187 from JabRef/dependabot/gradle/org.jsoup-jsoup-1.14.3, ,,,
6c651521c,Christoph,Mon Oct 25 07:47:00 2021,Merge pull request #8185 from JabRef/dependabot/gradle/net.bytebuddy-byte-buddy-parent-1.11.21, ,,,
58ebdc0ca,Christoph,Mon Oct 25 07:46:48 2021,Merge pull request #8183 from JabRef/dependabot/gradle/org.libreoffice-libreoffice-7.2.2, ,,,
f1e1ef5d5,Christoph,Mon Oct 25 07:44:34 2021,Merge pull request #8184 from JabRef/dependabot/gradle/org.beryx.jlink-2.24.4, ,,,
2574dd928,dependabot[bot],Mon Oct 25 07:43:59 2021,Bump jsoup from 1.14.2 to 1.14.3,   1 file changed, 1 insertion(+), 1 deletion(-) ,
3e24489b3,dependabot[bot],Mon Oct 25 07:39:55 2021,Bump xmlunit-matchers from 2.8.2 to 2.8.3,   1 file changed, 1 insertion(+), 1 deletion(-) ,
a778c74ee,dependabot[bot],Mon Oct 25 07:38:31 2021,Bump byte-buddy-parent from 1.11.18 to 1.11.21,   1 file changed, 1 insertion(+), 1 deletion(-) ,
517f2a735,dependabot[bot],Mon Oct 25 07:29:06 2021,Bump org.beryx.jlink from 2.24.2 to 2.24.4,   1 file changed, 1 insertion(+), 1 deletion(-) ,
5f9cff5b6,dependabot[bot],Mon Oct 25 07:25:05 2021,Bump libreoffice from 7.2.1 to 7.2.2,   1 file changed, 1 insertion(+), 1 deletion(-) ,
7e3a317e2,Christoph,Sun Oct 24 14:13:05 2021,Merge pull request #8181 from JabRef/fix-8179, ,,,
f8fa96b84,Oliver Kopp,Sun Oct 24 13:15:51 2021,Local settings take precedence over global settings,   5 files changed, 7 insertions(+), 6 deletions(-) ,
f1d47e46f,Houssem Nasri,Sat Oct 23 15:27:47 2021,Include all standard columns with citationkey when exporting to old OpenOffice Calc format,   1 file changed, 92 insertions(+), 145 deletions(-) ,
9dbdf1323,Christoph,Sat Oct 23 02:04:58 2021,Merge pull request #8148 from JabRef/disableColumnFitToWidth, ,,,
4f5ec5c06,Christoph,Fri Oct 22 14:21:45 2021,Update src/main/java/org/jabref/gui/preferences/linkedfiles/LinkedFilesTab.java,   1 file changed, 2 insertions(+), 2 deletions(-) ,
ee626978f,Christoph,Fri Oct 22 14:21:39 2021,Update src/main/java/org/jabref/gui/preferences/linkedfiles/LinkedFilesTab.fxml,   1 file changed, 2 deletions(-) ,,
ae82589da,Christoph,Fri Oct 22 14:02:21 2021,Merge pull request #8166 from JabRef/guiPreferences, ,,,
1b7e5835b,Siedlerchr,Fri Oct 22 13:56:06 2021,fix l10n,   1 file changed, 2 deletions(-) ,,
6cd1a5275,Christoph,Fri Oct 22 13:46:56 2021,Merge pull request #8172 from JabRef/l10n_main, ,,,
d07df51c3,Christoph,Fri Oct 22 13:34:21 2021,New translations JabRef_en.properties (Korean),   1 file changed, 562 insertions(+) ,,
fa360c1df,Christoph,Fri Oct 22 13:28:50 2021,New translations JabRef_en.properties (Tagalog),   1 file changed, 2 deletions(-) ,,
30b041599,Christoph,Fri Oct 22 13:28:49 2021,New translations JabRef_en.properties (Danish),   1 file changed, 2 deletions(-) ,,
2f5c1f2f8,Christoph,Fri Oct 22 13:28:47 2021,New translations JabRef_en.properties (German),   1 file changed, 54 insertions(+), 11 deletions(-) ,
290cade36,Christoph,Fri Oct 22 13:28:46 2021,New translations JabRef_en.properties (Greek),   1 file changed, 2 deletions(-) ,,
366daca67,Christoph,Fri Oct 22 13:28:45 2021,New translations JabRef_en.properties (Italian),   1 file changed, 2 deletions(-) ,,
ca811ccb7,Christoph,Fri Oct 22 13:28:44 2021,New translations JabRef_en.properties (Japanese),   1 file changed, 105 insertions(+), 24 deletions(-) ,
ec14a17ec,Christoph,Fri Oct 22 13:28:42 2021,New translations JabRef_en.properties (Dutch),   1 file changed, 2 deletions(-) ,,
b3820b946,Christoph,Fri Oct 22 13:28:41 2021,New translations JabRef_en.properties (Norwegian),   1 file changed, 2 deletions(-) ,,
b1ad6813e,Christoph,Fri Oct 22 13:28:39 2021,New translations JabRef_en.properties (Spanish),   1 file changed, 2 deletions(-) ,,
b7ccf82ea,Christoph,Fri Oct 22 13:28:38 2021,New translations JabRef_en.properties (Portuguese),   1 file changed, 2 deletions(-) ,,
35d0e915d,Christoph,Fri Oct 22 13:28:37 2021,New translations JabRef_en.properties (Swedish),   1 file changed, 1 deletion(-) ,,
ebdfe48b2,Christoph,Fri Oct 22 13:28:36 2021,New translations JabRef_en.properties (Turkish),   1 file changed, 2 deletions(-) ,,
7637edc00,Christoph,Fri Oct 22 13:28:35 2021,New translations JabRef_en.properties (Chinese Simplified),   1 file changed, 2 deletions(-) ,,
a20765c8b,Christoph,Fri Oct 22 13:28:33 2021,New translations JabRef_en.properties (Vietnamese),   1 file changed, 2 deletions(-) ,,
becdca2fa,Christoph,Fri Oct 22 13:28:32 2021,"New translations JabRef_en.properties (Portuguese, Brazilian)",   1 file changed, 2 deletions(-) ,,
6934741c4,Christoph,Fri Oct 22 13:28:30 2021,New translations JabRef_en.properties (Indonesian),   1 file changed, 2 deletions(-) ,,
f688e6279,Christoph,Fri Oct 22 13:28:28 2021,New translations JabRef_en.properties (Russian),   1 file changed, 32 insertions(+), 5 deletions(-) ,
881b452b0,Christoph,Fri Oct 22 13:28:27 2021,New translations JabRef_en.properties (French),   1 file changed, 11 insertions(+), 13 deletions(-) ,
91862a248,Christoph,Fri Oct 22 13:27:34 2021,Merge pull request #8171 from JabRef/addKorean, ,,,
cfaf2a86d,Siedlerchr,Fri Oct 22 13:22:03 2021,Add Korean as new language,   2 files changed, 2 insertions(+), 1 deletion(-) ,
271302835,Siedlerchr,Fri Oct 22 12:52:45 2021,add changelog,   1 file changed, 2 insertions(+) ,,
d7c53d351,Siedlerchr,Fri Oct 22 11:27:01 2021,Add new Toggle Group for File Directory,   4 files changed, 23 insertions(+), 9 deletions(-) ,
bdb087fdd,Siedlerchr,Fri Oct 22 10:22:58 2021,Merge remote-tracking branch 'upstream/main' into disableColumnFitToWidth, ,,,
5e0d80290,Carl Christian Snethlage,Thu Oct 21 14:15:35 2021,checkstyle,   1 file changed, 1 deletion(-) ,,
e77a8e402,Carl Christian Snethlage,Wed Oct 20 04:32:41 2021,Converted proxy and remote prefs,   7 files changed, 198 insertions(+), 133 deletions(-) ,
8ff635d78,Carl Christian Snethlage,Tue Oct 19 06:58:42 2021,Merge remote-tracking branch 'upstream/main' into guiPreferences, ,,,
167695a98,Carl Christian Snethlage,Tue Oct 19 06:41:22 2021,Convert guiPreferences to new preferences model,   5 files changed, 121 insertions(+), 62 deletions(-) ,
f3283637b,Carl Christian Snethlage,Tue Oct 19 05:36:55 2021,Observable preferences E (FilePreferences) (#8165),   23 files changed, 154 insertions(+), 229 deletions(-) ,
884062888,Christoph,Mon Oct 18 12:53:25 2021,Merge pull request #8155 from JabRef/refineDoiResolutionFetcher, ,,,
374f8baf6,Siedlerchr,Mon Oct 18 12:52:49 2021,Merge remote-tracking branch 'upstream/main' into disableColumnFitToWidth, ,,,
71327b86e,Oliver Kopp,Mon Oct 18 12:38:31 2021,Fix some typos (#8157),   4 files changed, 6 insertions(+), 9 deletions(-) ,
b84470368,Carl Christian Snethlage,Mon Oct 18 12:26:18 2021,Removed two unused preference options (#8164),   5 files changed, 22 insertions(+), 51 deletions(-) ,
93f3bbad6,Siedlerchr,Mon Oct 18 11:06:14 2021,Merge remote-tracking branch 'upstream/main' into disableColumnFitToWidth, ,,,
4ffdaf214,Christoph,Mon Oct 18 11:02:58 2021,Merge pull request #8162 from JabRef/dependabot/gradle/io.github.classgraph-classgraph-4.8.128, ,,,
69a34a1cd,Christoph,Mon Oct 18 08:44:54 2021,Merge pull request #8163 from JabRef/dependabot/gradle/org.xmlunit-xmlunit-core-2.8.3, ,,,
60eeb5e8c,dependabot[bot],Mon Oct 18 07:29:41 2021,Bump xmlunit-core from 2.8.2 to 2.8.3,   1 file changed, 1 insertion(+), 1 deletion(-) ,
d18f22319,dependabot[bot],Mon Oct 18 07:18:53 2021,Bump classgraph from 4.8.126 to 4.8.128,   1 file changed, 1 insertion(+), 1 deletion(-) ,
836e347b1,colinhex,Sun Oct 17 15:08:05 2021,clear checkstyle errors,   1 file changed, 1 insertion(+), 2 deletions(-) ,
226d8b1c4,Christoph,Sun Oct 17 14:29:53 2021,Merge pull request #8158 from JabRef/workaround-for-8126, ,,,
6584c6442,Oliver Kopp,Sun Oct 17 13:49:03 2021,Allow manual triggering of fetcher tests,   1 file changed, 1 insertion(+) ,,
1a0237ed4,Oliver Kopp,Sun Oct 17 13:41:41 2021,More checkstyle fixes,   2 files changed, 2 insertions(+), 3 deletions(-) ,
c944ac707,Oliver Kopp,Sun Oct 17 13:39:07 2021,Fix checkstyle,   2 files changed, 3 deletions(-) ,,
772945eb7,Oliver Kopp,Sun Oct 17 13:32:58 2021,Move bypass to start of JabRef,   6 files changed, 2 insertions(+), 11 deletions(-) ,
2b3070f1f,colinhex,Sun Oct 17 13:28:25 2021,fix label not appearing,   3 files changed, 1 insertion(+), 3 deletions(-) ,
311aa639c,colinhex,Sun Oct 17 13:17:54 2021,delete empty line,   1 file changed, 1 deletion(-) ,,
71b3c47d5,Oliver Kopp,Sun Oct 17 13:16:30 2021,Fix checkstyle,   1 file changed, 1 insertion(+), 1 deletion(-) ,
832c185f6,colinhex,Sun Oct 17 13:12:31 2021,optimize imports,   1 file changed, 1 insertion(+) ,,
c8fe9e8bb,Oliver Kopp,Sun Oct 17 13:12:00 2021,Merge remote-tracking branch 'origin/main' into refineDoiResolutionFetcher, ,,,
3d6db7bdf,colinhex,Sun Oct 17 12:30:21 2021,"Revert separately handle fetcherexceptions in CompositeIdFetcher""""",   1 file changed, 1 insertion(+), 18 deletions(-) ,
c1686953d,colinhex,Sun Oct 17 12:26:50 2021,separately handle fetcherexceptions in CompositeIdFetcher,   1 file changed, 18 insertions(+), 1 deletion(-) ,
c669ceba3,colinhex,Sun Oct 17 12:19:24 2021,delete unnecessary lines,   3 files changed, 1 insertion(+), 13 deletions(-) ,
450eb3f93,colinhex,Sun Oct 17 12:17:15 2021,optimize CompositeIdFetcher,   4 files changed, 21 insertions(+), 10 deletions(-) ,
1220f2ff4,colinhex,Sun Oct 17 11:58:13 2021,adjust CompositeIdFetcher,   2 files changed, 14 insertions(+), 55 deletions(-) ,
97344b054,colinhex,Sun Oct 17 11:49:45 2021,Merge branch 'main' of github.com:JabRef/jabref into generateEntryFromId, ,,,
b58fbdb83,colinhex,Sun Oct 17 11:48:42 2021,add IacrEprint identifier and tests,   2 files changed, 61 insertions(+), 12 deletions(-) ,
200f63827,Oliver Kopp,Sun Oct 17 05:24:53 2021,Remove Elsevier test,   1 file changed, 6 deletions(-) ,,
44f79a236,Oliver Kopp,Sun Oct 17 05:23:53 2021,Pass-through base URL to allow for relative URL resolution,   2 files changed, 28 insertions(+), 2 deletions(-) ,
fb70d6459,Siedlerchr,Sun Oct 17 05:20:14 2021,"adust l10n, clarify comment",   3 files changed, 3 insertions(+), 3 deletions(-) ,
9ea1fc845,Siedlerchr,Sun Oct 17 05:19:57 2021,Merge remote-tracking branch 'upstream/main' into disableColumnFitToWidth, ,,,
4fa5930ca,Oliver Kopp,Sun Oct 17 05:00:15 2021,Use customBase also at DoiResolution (if enabled),   5 files changed, 58 insertions(+), 10 deletions(-) ,
